:Product: 202201_ace_swepam_1h.txt
:Issued: 2022 Feb 01 0510 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: Proton density p/cc
# Units: Bulk speed km/s
# Units: Ion tempeture degrees K
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: Density and Speed = -9999.9, Temp. = -1.00e+05
# Source: ACE Satellite - Solar Wind Electron Proton Alpha Monitor
#
#   Hourly Averaged Real-time Bulk Parameters of the Solar Wind Plasma
# 
#                Modified Seconds   -------------  Solar Wind  -----------
# UT Date   Time  Julian  of the          Proton      Bulk         Ion
# YR MO DA  HHMM    Day     Day     S    Density     Speed     Temperature
#-------------------------------------------------------------------------
2022 01 16  2300   59595   82800    9    -9999.9    -9999.9    -1.00e+05
2022 01 17  0000   59596       0    0       10.3      573.3     2.07e+05
2022 01 17  0100   59596    3600    0        8.2      589.4     3.34e+05
2022 01 17  0200   59596    7200    0        2.3      575.8     2.06e+05
2022 01 17  0300   59596   10800    0        3.8      565.3     1.88e+05
2022 01 17  0400   59596   14400    0        6.3      548.2     2.46e+05
2022 01 17  0500   59596   18000    1       39.7      605.1     2.38e+06
2022 01 17  0600   59596   21600    6       13.8      544.0     7.07e+04
2022 01 17  0700   59596   25200    0        4.1      534.7     2.49e+05
2022 01 17  0800   59596   28800    0        3.2      532.4     1.89e+05
2022 01 17  0900   59596   32400    0        2.1      528.6     1.79e+05
2022 01 17  1000   59596   36000    0        2.2      536.5     1.46e+05
2022 01 17  1100   59596   39600    0        1.7      549.4     1.23e+05
2022 01 17  1200   59596   43200    0        1.9      547.9     1.33e+05
2022 01 17  1300   59596   46800    1        2.1      520.7     1.21e+05
2022 01 17  1400   59596   50400    0        2.5      497.8     1.11e+05
2022 01 17  1500   59596   54000    0        1.9      500.9     9.70e+04
2022 01 17  1600   59596   57600    0        1.7      496.8     9.57e+04
2022 01 17  1700   59596   61200    0        1.7      491.9     8.35e+04
2022 01 17  1800   59596   64800    0        1.9      491.2     8.04e+04
2022 01 17  1900   59596   68400    0        2.2      515.8     1.03e+05
2022 01 17  2000   59596   72000    0        2.2      503.6     1.36e+05
2022 01 17  2100   59596   75600    0        2.3      514.1     1.19e+05
2022 01 17  2200   59596   79200    0        3.3      549.3     1.21e+05
2022 01 17  2300   59596   82800    9    -9999.9    -9999.9    -1.00e+05
2022 01 18  0000   59597       0    0        4.5      568.3     1.54e+05
2022 01 18  0100   59597    3600    9    -9999.9    -9999.9    -1.00e+05
2022 01 18  0200   59597    7200    9    -9999.9    -9999.9    -1.00e+05
2022 01 18  0300   59597   10800    9    -9999.9    -9999.9    -1.00e+05
2022 01 18  0400   59597   14400    9    -9999.9    -9999.9    -1.00e+05
2022 01 18  0500   59597   18000    9    -9999.9    -9999.9    -1.00e+05
2022 01 18  0600   59597   21600    9    -9999.9    -9999.9    -1.00e+05
2022 01 18  0700   59597   25200    9    -9999.9    -9999.9    -1.00e+05
2022 01 18  0800   59597   28800    1        1.3      587.5     2.09e+05
2022 01 18  0900   59597   32400    0        1.2      595.5     2.00e+05
2022 01 18  1000   59597   36000    0        1.1      595.0     2.01e+05
2022 01 18  1100   59597   39600    0        1.3      598.5     1.80e+05
2022 01 18  1200   59597   43200    0        1.1      600.0     1.96e+05
2022 01 18  1300   59597   46800    0        1.3      607.3     1.57e+05
2022 01 18  1400   59597   50400    1        1.4      591.0     1.46e+05
2022 01 18  1500   59597   54000    0        1.1      592.5     1.90e+05
2022 01 18  1600   59597   57600    1        1.1      588.5     1.71e+05
2022 01 18  1700   59597   61200    0        1.2      583.3     1.42e+05
2022 01 18  1800   59597   64800    0        1.2      603.1     1.33e+05
2022 01 18  1900   59597   68400    0        1.1      600.2     1.17e+05
2022 01 18  2000   59597   72000    0        1.1      588.3     1.05e+05
2022 01 18  2100   59597   75600    0        1.2      592.8     1.16e+05
2022 01 18  2200   59597   79200    1        1.0      568.6     1.69e+05
2022 01 18  2300   59597   82800    9    -9999.9    -9999.9    -1.00e+05
2022 01 19  0000   59598       0    0        8.6      619.6     3.28e+05
2022 01 19  0100   59598    3600    0        1.8      640.1     3.85e+05
2022 01 19  0200   59598    7200    0        2.2      651.4     3.89e+05
2022 01 19  0300   59598   10800    0        2.9      656.3     2.70e+05
2022 01 19  0400   59598   14400    0        2.1      624.7     2.31e+05
2022 01 19  0500   59598   18000    0        3.0      651.2     2.12e+05
2022 01 19  0600   59598   21600    0        4.4      682.6     8.05e+04
2022 01 19  0700   59598   25200    0        3.1      678.2     7.01e+04
2022 01 19  0800   59598   28800    0        4.7      646.1     6.99e+04
2022 01 19  0900   59598   32400    0        3.2      621.1     1.19e+05
2022 01 19  1000   59598   36000    0        2.3      618.3     1.09e+05
2022 01 19  1100   59598   39600    0        1.6      610.5     8.48e+04
2022 01 19  1200   59598   43200    0        2.9      637.4     5.01e+04
2022 01 19  1300   59598   46800    0        3.8      638.0     2.56e+04
2022 01 19  1400   59598   50400    1        3.1      620.8     1.75e+04
2022 01 19  1500   59598   54000    1        2.7      608.4     1.09e+04
2022 01 19  1600   59598   57600    0        2.7      601.7    -1.00e+05
2022 01 19  1700   59598   61200    1        2.6      594.3     1.09e+04
2022 01 19  1800   59598   64800    0        2.7      583.8     1.22e+04
2022 01 19  1900   59598   68400    0        2.5      577.5     1.46e+04
2022 01 19  2000   59598   72000    0        2.3      567.1     1.28e+04
2022 01 19  2100   59598   75600    1        2.5      558.8     1.20e+04
2022 01 19  2200   59598   79200    3    -9999.9    -9999.9    -1.00e+05
2022 01 19  2300   59598   82800    9    -9999.9    -9999.9    -1.00e+05
2022 01 20  0000   59599       0    9    -9999.9    -9999.9    -1.00e+05
2022 01 20  0100   59599    3600    9    -9999.9    -9999.9    -1.00e+05
2022 01 20  0200   59599    7200    9    -9999.9    -9999.9    -1.00e+05
2022 01 20  0300   59599   10800    9    -9999.9    -9999.9    -1.00e+05
2022 01 20  0400   59599   14400    3    -9999.9    -9999.9    -1.00e+05
2022 01 20  0500   59599   18000    3    -9999.9    -9999.9    -1.00e+05
2022 01 20  0600   59599   21600    6    -9999.9    -9999.9    -1.00e+05
2022 01 20  0700   59599   25200    9    -9999.9    -9999.9    -1.00e+05
2022 01 20  0800   59599   28800    9    -9999.9    -9999.9    -1.00e+05
2022 01 20  0900   59599   32400    9    -9999.9    -9999.9    -1.00e+05
2022 01 20  1000   59599   36000    9    -9999.9    -9999.9    -1.00e+05
2022 01 20  1100   59599   39600    1        1.5      445.1     6.08e+04
2022 01 20  1200   59599   43200    1        1.7      444.7     5.65e+04
2022 01 20  1300   59599   46800    3    -9999.9    -9999.9    -1.00e+05
2022 01 20  1400   59599   50400    1        1.7      440.4     6.39e+04
2022 01 20  1500   59599   54000    1        1.9      443.1     7.92e+04
2022 01 20  1600   59599   57600    1        1.8      445.9     1.09e+05
2022 01 20  1700   59599   61200    1        2.0      442.6     9.64e+04
2022 01 20  1800   59599   64800    1        1.8      440.9     1.14e+05
2022 01 20  1900   59599   68400    0        2.2      443.7     8.56e+04
2022 01 20  2000   59599   72000    0        2.2      443.4     7.00e+04
2022 01 20  2100   59599   75600    0        2.4      444.2     6.86e+04
2022 01 20  2200   59599   79200    0        2.2      439.7     7.43e+04
2022 01 20  2300   59599   82800    1       79.1      355.5     5.32e+04
2022 01 21  0000   59600       0    0        2.8      432.8     9.59e+04
2022 01 21  0100   59600    3600    0        2.6      432.2     7.78e+04
2022 01 21  0200   59600    7200    0        2.6      440.5     6.22e+04
2022 01 21  0300   59600   10800    0        2.8      440.1     5.66e+04
2022 01 21  0400   59600   14400    0        2.7      441.2     6.77e+04
2022 01 21  0500   59600   18000    0        2.1      435.2     7.11e+04
2022 01 21  0600   59600   21600    0        2.0      426.5     8.49e+04
2022 01 21  0700   59600   25200    0        2.3      421.5     1.02e+05
2022 01 21  0800   59600   28800    0        2.3      420.4     9.15e+04
2022 01 21  0900   59600   32400    0        2.4      413.3     8.50e+04
2022 01 21  1000   59600   36000    0        2.4      411.3     8.55e+04
2022 01 21  1100   59600   39600    0        2.2      416.7     6.38e+04
2022 01 21  1200   59600   43200    0        2.2      415.0     6.10e+04
2022 01 21  1300   59600   46800    0        3.2      448.5     1.74e+05
2022 01 21  1400   59600   50400    0        2.7      438.1     1.72e+05
2022 01 21  1500   59600   54000    0        2.8      441.1     1.69e+05
2022 01 21  1600   59600   57600    9    -9999.9    -9999.9    -1.00e+05
2022 01 21  1700   59600   61200    9    -9999.9    -9999.9    -1.00e+05
2022 01 21  1800   59600   64800    9    -9999.9    -9999.9    -1.00e+05
2022 01 21  1900   59600   68400    0        3.3      463.5     1.24e+05
2022 01 21  2000   59600   72000    0        3.5      448.2     9.62e+04
2022 01 21  2100   59600   75600    0        2.9      441.2     9.82e+04
2022 01 21  2200   59600   79200    3    -9999.9    -9999.9    -1.00e+05
2022 01 21  2300   59600   82800    6        2.6      436.0     1.37e+05
2022 01 22  0000   59601       0    0        2.9      433.4     8.84e+04
2022 01 22  0100   59601    3600    0        2.6      422.8     1.01e+05
2022 01 22  0200   59601    7200    0        2.8      425.8     1.18e+05
2022 01 22  0300   59601   10800    0        2.9      423.0     1.00e+05
2022 01 22  0400   59601   14400    0        3.0      421.4     9.41e+04
2022 01 22  0500   59601   18000    0        3.0      428.9     7.96e+04
2022 01 22  0600   59601   21600    0        3.0      446.6     6.53e+04
2022 01 22  0700   59601   25200    0        3.2      443.3     6.90e+04
2022 01 22  0800   59601   28800    0        3.2      419.0     7.65e+04
2022 01 22  0900   59601   32400    0        3.1      408.6     8.51e+04
2022 01 22  1000   59601   36000    0        3.5      424.5     8.19e+04
2022 01 22  1100   59601   39600    9    -9999.9    -9999.9    -1.00e+05
2022 01 22  1200   59601   43200    9    -9999.9    -9999.9    -1.00e+05
2022 01 22  1300   59601   46800    0        3.2      434.7     6.65e+04
2022 01 22  1400   59601   50400    0        3.4      436.5     5.49e+04
2022 01 22  1500   59601   54000    0        3.8      432.3     5.46e+04
2022 01 22  1600   59601   57600    0        4.1      435.9     4.78e+04
2022 01 22  1700   59601   61200    0        4.6      436.8     3.86e+04
2022 01 22  1800   59601   64800    0        4.2      432.7     4.23e+04
2022 01 22  1900   59601   68400    0        3.2      399.1     5.12e+04
2022 01 22  2000   59601   72000    0        3.0      372.6     4.60e+04
2022 01 22  2100   59601   75600    0        2.7      377.8     4.67e+04
2022 01 22  2200   59601   79200    0        3.0      398.9     5.34e+04
2022 01 22  2300   59601   82800    0       59.6      345.6     7.45e+04
2022 01 23  0000   59602       0    0        3.6      377.3     3.70e+04
2022 01 23  0100   59602    3600    0        2.4      367.8     3.68e+04
2022 01 23  0200   59602    7200    0        3.0      389.8     5.35e+04
2022 01 23  0300   59602   10800    0        4.2      390.5     4.43e+04
2022 01 23  0400   59602   14400    1        3.4      357.0     6.08e+04
2022 01 23  0500   59602   18000    0        3.4      361.6     4.94e+04
2022 01 23  0600   59602   21600    0        4.9      385.8     3.73e+04
2022 01 23  0700   59602   25200    0        5.0      378.2     4.09e+04
2022 01 23  0800   59602   28800    0        4.9      372.9     4.62e+04
2022 01 23  0900   59602   32400    0        3.3      354.6     4.03e+04
2022 01 23  1000   59602   36000    0        4.1      362.6     5.58e+04
2022 01 23  1100   59602   39600    3    -9999.9    -9999.9    -1.00e+05
2022 01 23  1200   59602   43200    0        6.6      366.4     3.06e+04
2022 01 23  1300   59602   46800    0        6.1      367.5     3.07e+04
2022 01 23  1400   59602   50400    0        4.1      345.7     3.55e+04
2022 01 23  1500   59602   54000    0        3.0      346.8     3.61e+04
2022 01 23  1600   59602   57600    0        2.3      345.4     3.75e+04
2022 01 23  1700   59602   61200    1        2.1      342.6     4.16e+04
2022 01 23  1800   59602   64800    0        1.8      334.5     4.10e+04
2022 01 23  1900   59602   68400    0        2.1      324.2     4.88e+04
2022 01 23  2000   59602   72000    0        1.9      325.2     4.30e+04
2022 01 23  2100   59602   75600    1        1.8      321.3     4.18e+04
2022 01 23  2200   59602   79200    0        2.7      324.0     3.85e+04
2022 01 23  2300   59602   82800    0        5.5      345.0     3.64e+04
2022 01 24  0000   59603       0    6        3.5      332.1     3.33e+04
2022 01 24  0100   59603    3600    0        1.9      312.0     2.62e+04
2022 01 24  0200   59603    7200    0        2.3      310.8     2.56e+04
2022 01 24  0300   59603   10800    6    -9999.9    -9999.9    -1.00e+05
2022 01 24  0400   59603   14400    0        3.7      351.7     8.79e+04
2022 01 24  0500   59603   18000    0       11.2      317.7     4.42e+04
2022 01 24  0600   59603   21600    0        6.1      316.8     3.29e+04
2022 01 24  0700   59603   25200    0        4.8      316.4     3.37e+04
2022 01 24  0800   59603   28800    0        5.1      304.3     2.56e+04
2022 01 24  0900   59603   32400    0        5.7      304.8     2.69e+04
2022 01 24  1000   59603   36000    0        5.9      309.6     3.14e+04
2022 01 24  1100   59603   39600    0        4.0      301.0     2.43e+04
2022 01 24  1200   59603   43200    0        6.7      302.3     1.53e+04
2022 01 24  1300   59603   46800    0        8.2      312.8     2.31e+04
2022 01 24  1400   59603   50400    3    -9999.9    -9999.9    -1.00e+05
2022 01 24  1500   59603   54000    0        6.5      304.7     2.04e+04
2022 01 24  1600   59603   57600    0        5.6      295.5     2.04e+04
2022 01 24  1700   59603   61200    0        8.8      308.9     2.07e+04
2022 01 24  1800   59603   64800    0        8.2      308.7     2.01e+04
2022 01 24  1900   59603   68400    0        6.0      319.3     2.64e+04
2022 01 24  2000   59603   72000    0        5.4      323.9     1.75e+04
2022 01 24  2100   59603   75600    0        3.9      315.1     2.44e+04
2022 01 24  2200   59603   79200    3    -9999.9    -9999.9    -1.00e+05
2022 01 24  2300   59603   82800    9    -9999.9    -9999.9    -1.00e+05
2022 01 25  0000   59604       0    9    -9999.9    -9999.9    -1.00e+05
2022 01 25  0100   59604    3600    9    -9999.9    -9999.9    -1.00e+05
2022 01 25  0200   59604    7200    6    -9999.9    -9999.9    -1.00e+05
2022 01 25  0300   59604   10800    6    -9999.9    -9999.9    -1.00e+05
2022 01 25  0400   59604   14400    6    -9999.9    -9999.9    -1.00e+05
2022 01 25  0500   59604   18000    3    -9999.9    -9999.9    -1.00e+05
2022 01 25  0600   59604   21600    3    -9999.9    -9999.9    -1.00e+05
2022 01 25  0700   59604   25200    9    -9999.9    -9999.9    -1.00e+05
2022 01 25  0800   59604   28800    9    -9999.9    -9999.9    -1.00e+05
2022 01 25  0900   59604   32400    0       15.4      360.0     9.25e+04
2022 01 25  1000   59604   36000    0       14.7      351.3     4.75e+04
2022 01 25  1100   59604   39600    3    -9999.9    -9999.9    -1.00e+05
2022 01 25  1200   59604   43200    0        7.9      376.9     1.78e+05
2022 01 25  1300   59604   46800    0        7.1      386.6     2.10e+05
2022 01 25  1400   59604   50400    0        6.3      394.5     1.95e+05
2022 01 25  1500   59604   54000    0        7.4      389.8     1.56e+05
2022 01 25  1600   59604   57600    0        7.5      383.5     1.29e+05
2022 01 25  1700   59604   61200    0        5.6      437.8     1.92e+05
2022 01 25  1800   59604   64800    0        5.1      461.2     1.14e+05
2022 01 25  1900   59604   68400    0        5.1      476.3     1.23e+05
2022 01 25  2000   59604   72000    0        3.4      481.9     1.63e+05
2022 01 25  2100   59604   75600    0        2.8      486.5     1.39e+05
2022 01 25  2200   59604   79200    0        2.9      481.5     1.19e+05
2022 01 25  2300   59604   82800    9    -9999.9    -9999.9    -1.00e+05
2022 01 26  0000   59605       0    9    -9999.9    -9999.9    -1.00e+05
2022 01 26  0100   59605    3600    9    -9999.9    -9999.9    -1.00e+05
2022 01 26  0200   59605    7200    9    -9999.9    -9999.9    -1.00e+05
2022 01 26  0300   59605   10800    9    -9999.9    -9999.9    -1.00e+05
2022 01 26  0400   59605   14400    9    -9999.9    -9999.9    -1.00e+05
2022 01 26  0500   59605   18000    3    -9999.9    -9999.9    -1.00e+05
2022 01 26  0600   59605   21600    9    -9999.9    -9999.9    -1.00e+05
2022 01 26  0700   59605   25200    9    -9999.9    -9999.9    -1.00e+05
2022 01 26  0800   59605   28800    0        5.1      439.4     1.47e+05
2022 01 26  0900   59605   32400    0        4.4      454.0     1.66e+05
2022 01 26  1000   59605   36000    0        4.0      439.0     1.83e+05
2022 01 26  1100   59605   39600    0        4.6      444.3     1.71e+05
2022 01 26  1200   59605   43200    0        4.1      447.9     1.82e+05
2022 01 26  1300   59605   46800    0        3.7      447.9     1.87e+05
2022 01 26  1400   59605   50400    0        3.9      453.4     1.74e+05
2022 01 26  1500   59605   54000    0        3.9      444.4     1.55e+05
2022 01 26  1600   59605   57600    0        3.6      438.8     1.22e+05
2022 01 26  1700   59605   61200    0        3.0      454.9     1.42e+05
2022 01 26  1800   59605   64800    0        2.6      493.9     1.45e+05
2022 01 26  1900   59605   68400    0        2.2      489.6     1.32e+05
2022 01 26  2000   59605   72000    0        2.5      479.1     1.19e+05
2022 01 26  2100   59605   75600    0        3.1      494.4     1.30e+05
2022 01 26  2200   59605   79200    0        2.6      501.1     1.64e+05
2022 01 26  2300   59605   82800    9    -9999.9    -9999.9    -1.00e+05
2022 01 27  0000   59606       0    9    -9999.9    -9999.9    -1.00e+05
2022 01 27  0100   59606    3600    9    -9999.9    -9999.9    -1.00e+05
2022 01 27  0200   59606    7200    9    -9999.9    -9999.9    -1.00e+05
2022 01 27  0300   59606   10800    9    -9999.9    -9999.9    -1.00e+05
2022 01 27  0400   59606   14400    9    -9999.9    -9999.9    -1.00e+05
2022 01 27  0500   59606   18000    0        4.2      450.0     1.12e+05
2022 01 27  0600   59606   21600    0        3.9      448.6     9.65e+04
2022 01 27  0700   59606   25200    0        4.2      448.2     9.32e+04
2022 01 27  0800   59606   28800    0        4.3      450.9     1.07e+05
2022 01 27  0900   59606   32400    0        4.8      446.1     1.03e+05
2022 01 27  1000   59606   36000    0        4.7      439.9     9.57e+04
2022 01 27  1100   59606   39600    0        4.7      443.8     9.27e+04
2022 01 27  1200   59606   43200    0        4.4      447.5     1.15e+05
2022 01 27  1300   59606   46800    0        4.7      444.2     1.37e+05
2022 01 27  1400   59606   50400    0        5.4      448.8     1.43e+05
2022 01 27  1500   59606   54000    0        6.9      438.0     1.32e+05
2022 01 27  1600   59606   57600    0        7.5      440.8     1.26e+05
2022 01 27  1700   59606   61200    0        7.9      433.3     1.31e+05
2022 01 27  1800   59606   64800    0        3.3      437.6     1.35e+05
2022 01 27  1900   59606   68400    0        3.1      450.7     1.90e+05
2022 01 27  2000   59606   72000    0        2.8      465.4     2.25e+05
2022 01 27  2100   59606   75600    0        3.1      466.4     2.04e+05
2022 01 27  2200   59606   79200    0        3.0      472.1     1.59e+05
2022 01 27  2300   59606   82800    9    -9999.9    -9999.9    -1.00e+05
2022 01 28  0000   59607       0    9    -9999.9    -9999.9    -1.00e+05
2022 01 28  0100   59607    3600    9    -9999.9    -9999.9    -1.00e+05
2022 01 28  0200   59607    7200    9    -9999.9    -9999.9    -1.00e+05
2022 01 28  0300   59607   10800    9    -9999.9    -9999.9    -1.00e+05
2022 01 28  0400   59607   14400    6    -9999.9    -9999.9    -1.00e+05
2022 01 28  0500   59607   18000    6       15.6      407.8     1.27e+05
2022 01 28  0600   59607   21600    9    -9999.9    -9999.9    -1.00e+05
2022 01 28  0700   59607   25200    6        1.9      455.3     5.44e+04
2022 01 28  0800   59607   28800    0        2.0      443.5     4.28e+04
2022 01 28  0900   59607   32400    0        1.7      432.5     5.20e+04
2022 01 28  1000   59607   36000    0        1.9      425.5     6.44e+04
2022 01 28  1100   59607   39600    0        2.3      423.2     5.73e+04
2022 01 28  1200   59607   43200    0        3.2      431.8     4.62e+04
2022 01 28  1300   59607   46800    0        3.8      427.3     4.47e+04
2022 01 28  1400   59607   50400    0        4.5      427.6     3.44e+04
2022 01 28  1500   59607   54000    0        5.3      417.8     4.85e+04
2022 01 28  1600   59607   57600    0        4.3      418.5     5.66e+04
2022 01 28  1700   59607   61200    0        4.4      408.3     6.25e+04
2022 01 28  1800   59607   64800    1        5.1      398.5     7.80e+04
2022 01 28  1900   59607   68400    0        5.6      395.3     1.09e+05
2022 01 28  2000   59607   72000    0        3.8      409.6     8.15e+04
2022 01 28  2100   59607   75600    0        4.6      405.6     9.85e+04
2022 01 28  2200   59607   79200    0        6.0      426.1     1.24e+05
2022 01 28  2300   59607   82800    9    -9999.9    -9999.9    -1.00e+05
2022 01 29  0000   59608       0    9    -9999.9    -9999.9    -1.00e+05
2022 01 29  0100   59608    3600    9    -9999.9    -9999.9    -1.00e+05
2022 01 29  0200   59608    7200    9    -9999.9    -9999.9    -1.00e+05
2022 01 29  0300   59608   10800    9    -9999.9    -9999.9    -1.00e+05
2022 01 29  0400   59608   14400    9    -9999.9    -9999.9    -1.00e+05
2022 01 29  0500   59608   18000    1    -9999.9      351.0     2.24e+04
2022 01 29  0600   59608   21600    9    -9999.9    -9999.9    -1.00e+05
2022 01 29  0700   59608   25200    6    -9999.9    -9999.9    -1.00e+05
2022 01 29  0800   59608   28800    0        3.5      497.6     2.71e+05
2022 01 29  0900   59608   32400    0        3.5      501.8     2.64e+05
2022 01 29  1000   59608   36000    0        3.8      498.1     2.93e+05
2022 01 29  1100   59608   39600    0        3.8      514.1     2.68e+05
2022 01 29  1200   59608   43200    0        4.1      509.4     3.00e+05
2022 01 29  1300   59608   46800    0        3.1      508.6     2.66e+05
2022 01 29  1400   59608   50400    0        3.0      503.1     2.46e+05
2022 01 29  1500   59608   54000    0        3.1      483.4     2.15e+05
2022 01 29  1600   59608   57600    9    -9999.9    -9999.9    -1.00e+05
2022 01 29  1700   59608   61200    9    -9999.9    -9999.9    -1.00e+05
2022 01 29  1800   59608   64800    0        1.8      487.1     1.54e+05
2022 01 29  1900   59608   68400    1        1.1      496.4     1.25e+05
2022 01 29  2000   59608   72000    0        0.9      510.3     9.84e+04
2022 01 29  2100   59608   75600    0        1.0      526.4     1.33e+05
2022 01 29  2200   59608   79200    3    -9999.9    -9999.9    -1.00e+05
2022 01 29  2300   59608   82800    9    -9999.9    -9999.9    -1.00e+05
2022 01 30  0000   59609       0    9    -9999.9    -9999.9    -1.00e+05
2022 01 30  0100   59609    3600    9    -9999.9    -9999.9    -1.00e+05
2022 01 30  0200   59609    7200    6        1.6      539.4     1.14e+05
2022 01 30  0300   59609   10800    0       58.1      692.1     1.77e+06
2022 01 30  0400   59609   14400    3    -9999.9    -9999.9    -1.00e+05
2022 01 30  0500   59609   18000    3    -9999.9    -9999.9    -1.00e+05
2022 01 30  0600   59609   21600    9    -9999.9    -9999.9    -1.00e+05
2022 01 30  0700   59609   25200    0       10.2      559.5     2.20e+05
2022 01 30  0800   59609   28800    0        2.2      453.0     1.46e+05
2022 01 30  0900   59609   32400    1        2.4      459.4     1.52e+05
2022 01 30  1000   59609   36000    1        2.6      449.4     1.25e+05
2022 01 30  1100   59609   39600    0        2.8      451.7     1.29e+05
2022 01 30  1200   59609   43200    1        3.0      440.6     1.29e+05
2022 01 30  1300   59609   46800    0        2.0      466.0     1.22e+05
2022 01 30  1400   59609   50400    0        1.5      480.9     1.00e+05
2022 01 30  1500   59609   54000    3    -9999.9    -9999.9    -1.00e+05
2022 01 30  1600   59609   57600    0        2.3      454.8     7.12e+04
2022 01 30  1700   59609   61200    0        1.1      482.6     7.18e+04
2022 01 30  1800   59609   64800    0        1.9      463.8     6.84e+04
2022 01 30  1900   59609   68400    0        1.9      460.8     7.85e+04
2022 01 30  2000   59609   72000    0        2.7      456.4     5.06e+04
2022 01 30  2100   59609   75600    0        1.8      460.9     5.90e+04
2022 01 30  2200   59609   79200    0        1.4      462.7     5.61e+04
2022 01 30  2300   59609   82800    9    -9999.9    -9999.9    -1.00e+05
2022 01 31  0000   59610       0    0        1.1      466.4     6.81e+04
2022 01 31  0100   59610    3600    0        1.1      472.2     6.81e+04
2022 01 31  0200   59610    7200    0        0.9      476.1     1.05e+05
2022 01 31  0300   59610   10800    0        1.1      458.4     9.06e+04
2022 01 31  0400   59610   14400    0        1.4      461.5     1.18e+05
2022 01 31  0500   59610   18000    1        1.5      467.7     1.26e+05
2022 01 31  0600   59610   21600    3    -9999.9    -9999.9    -1.00e+05
2022 01 31  0700   59610   25200    0        1.6      455.6     7.92e+04
2022 01 31  0800   59610   28800    0        2.0      476.7     9.07e+04
2022 01 31  0900   59610   32400    0        1.2      477.2     9.56e+04
2022 01 31  1000   59610   36000    0        1.2      477.0     7.16e+04
2022 01 31  1100   59610   39600    0        1.1      475.7     8.41e+04
2022 01 31  1200   59610   43200    0        1.5      468.2     5.02e+04
2022 01 31  1300   59610   46800    0        1.8      479.7     6.22e+04
2022 01 31  1400   59610   50400    1        1.9      467.9     8.37e+04
2022 01 31  1500   59610   54000    1        1.7      471.9     9.71e+04
2022 01 31  1600   59610   57600    1        2.0      458.3     9.02e+04
2022 01 31  1700   59610   61200    0        2.1      449.6     8.61e+04
2022 01 31  1800   59610   64800    0        2.0      454.4     1.11e+05
2022 01 31  1900   59610   68400    0        2.0      443.8     1.15e+05
2022 01 31  2000   59610   72000    1        2.1      461.0     1.21e+05
2022 01 31  2100   59610   75600    0        2.6      460.9     1.15e+05
2022 01 31  2200   59610   79200    0        2.6      455.2     1.17e+05
2022 01 31  2300   59610   82800    9    -9999.9    -9999.9    -1.00e+05
