:Product: 202202_ace_swepam_1h.txt
:Issued: 2022 Mar 01 0510 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: Proton density p/cc
# Units: Bulk speed km/s
# Units: Ion tempeture degrees K
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: Density and Speed = -9999.9, Temp. = -1.00e+05
# Source: ACE Satellite - Solar Wind Electron Proton Alpha Monitor
#
#   Hourly Averaged Real-time Bulk Parameters of the Solar Wind Plasma
# 
#                Modified Seconds   -------------  Solar Wind  -----------
# UT Date   Time  Julian  of the          Proton      Bulk         Ion
# YR MO DA  HHMM    Day     Day     S    Density     Speed     Temperature
#-------------------------------------------------------------------------
2022 02 17  0300   59627   10800    9    -9999.9    -9999.9    -1.00e+05
2022 02 17  0400   59627   14400    9    -9999.9    -9999.9    -1.00e+05
2022 02 17  0500   59627   18000    0        3.6      381.4     5.24e+04
2022 02 17  0600   59627   21600    0        3.0      380.7     4.59e+04
2022 02 17  0700   59627   25200    0        3.1      378.3     3.85e+04
2022 02 17  0800   59627   28800    0        3.7      372.6     3.45e+04
2022 02 17  0900   59627   32400    6        3.4      356.3     4.93e+04
2022 02 17  1000   59627   36000    9    -9999.9    -9999.9    -1.00e+05
2022 02 17  1100   59627   39600    9    -9999.9    -9999.9    -1.00e+05
2022 02 17  1200   59627   43200    9    -9999.9    -9999.9    -1.00e+05
2022 02 17  1300   59627   46800    0        2.0      338.2     4.48e+04
2022 02 17  1400   59627   50400    0        3.0      346.3     2.66e+04
2022 02 17  1500   59627   54000    0        2.9      348.4     2.71e+04
2022 02 17  1600   59627   57600    0        3.6      351.0     2.45e+04
2022 02 17  1700   59627   61200    0        3.4      349.7     2.53e+04
2022 02 17  1800   59627   64800    0        3.9      345.9     2.24e+04
2022 02 17  1900   59627   68400    0        2.7      336.8     2.93e+04
2022 02 17  2000   59627   72000    0        3.6      339.6     2.40e+04
2022 02 17  2100   59627   75600    0        5.0      345.8     2.74e+04
2022 02 17  2200   59627   79200    3    -9999.9    -9999.9    -1.00e+05
2022 02 17  2300   59627   82800    0       16.5      571.6     9.88e+05
2022 02 18  0000   59628       0    0        5.2      339.4     1.90e+04
2022 02 18  0100   59628    3600    0        5.5      338.5     2.05e+04
2022 02 18  0200   59628    7200    0        6.5      339.7     2.26e+04
2022 02 18  0300   59628   10800    0        6.6      341.4     2.24e+04
2022 02 18  0400   59628   14400    0        5.8      337.7     2.55e+04
2022 02 18  0500   59628   18000    0        6.9      339.2     2.50e+04
2022 02 18  0600   59628   21600    0       10.4      344.3     2.40e+04
2022 02 18  0700   59628   25200    0       10.6      345.0     2.57e+04
2022 02 18  0800   59628   28800    0        9.8      344.2     3.19e+04
2022 02 18  0900   59628   32400    0       12.8      346.6     2.55e+04
2022 02 18  1000   59628   36000    9    -9999.9    -9999.9    -1.00e+05
2022 02 18  1100   59628   39600    9    -9999.9    -9999.9    -1.00e+05
2022 02 18  1200   59628   43200    9    -9999.9    -9999.9    -1.00e+05
2022 02 18  1300   59628   46800    0        6.3      331.9     3.28e+04
2022 02 18  1400   59628   50400    0       14.5      344.4     2.26e+04
2022 02 18  1500   59628   54000    9    -9999.9    -9999.9    -1.00e+05
2022 02 18  1600   59628   57600    9    -9999.9    -9999.9    -1.00e+05
2022 02 18  1700   59628   61200    0       11.3      342.0     1.94e+04
2022 02 18  1800   59628   64800    0        6.8      337.7     2.51e+04
2022 02 18  1900   59628   68400    0        6.6      335.6     2.90e+04
2022 02 18  2000   59628   72000    0        6.0      337.0     3.60e+04
2022 02 18  2100   59628   75600    0        4.6      333.4     4.44e+04
2022 02 18  2200   59628   79200    0        4.3      330.0     4.07e+04
2022 02 18  2300   59628   82800    1       32.7      338.3     8.96e+04
2022 02 19  0000   59629       0    0        4.4      331.7     4.80e+04
2022 02 19  0100   59629    3600    0        4.2      327.7     4.18e+04
2022 02 19  0200   59629    7200    0        7.0      333.2     2.51e+04
2022 02 19  0300   59629   10800    0        8.1      333.3     2.11e+04
2022 02 19  0400   59629   14400    0       10.1      335.8     1.94e+04
2022 02 19  0500   59629   18000    0       10.7      339.4     1.84e+04
2022 02 19  0600   59629   21600    0       13.4      342.9     1.47e+04
2022 02 19  0700   59629   25200    0       13.3      338.5     1.75e+04
2022 02 19  0800   59629   28800    3    -9999.9    -9999.9    -1.00e+05
2022 02 19  0900   59629   32400    3    -9999.9    -9999.9    -1.00e+05
2022 02 19  1000   59629   36000    9    -9999.9    -9999.9    -1.00e+05
2022 02 19  1100   59629   39600    9    -9999.9    -9999.9    -1.00e+05
2022 02 19  1200   59629   43200    9    -9999.9    -9999.9    -1.00e+05
2022 02 19  1300   59629   46800    0        5.8      382.9     9.12e+04
2022 02 19  1400   59629   50400    3    -9999.9    -9999.9    -1.00e+05
2022 02 19  1500   59629   54000    0        6.2      391.3     9.19e+04
2022 02 19  1600   59629   57600    0        5.7      392.1     9.56e+04
2022 02 19  1700   59629   61200    0        5.7      389.1     1.07e+05
2022 02 19  1800   59629   64800    0        6.1      385.1     1.18e+05
2022 02 19  1900   59629   68400    0        5.2      407.4     1.16e+05
2022 02 19  2000   59629   72000    0        5.3      409.5     1.25e+05
2022 02 19  2100   59629   75600    0        7.1      435.5     1.49e+05
2022 02 19  2200   59629   79200    0        8.7      453.8     1.76e+05
2022 02 19  2300   59629   82800    9    -9999.9    -9999.9    -1.00e+05
2022 02 20  0000   59630       0    9    -9999.9    -9999.9    -1.00e+05
2022 02 20  0100   59630    3600    9    -9999.9    -9999.9    -1.00e+05
2022 02 20  0200   59630    7200    9    -9999.9    -9999.9    -1.00e+05
2022 02 20  0300   59630   10800    9    -9999.9    -9999.9    -1.00e+05
2022 02 20  0400   59630   14400    9    -9999.9    -9999.9    -1.00e+05
2022 02 20  0500   59630   18000    9    -9999.9    -9999.9    -1.00e+05
2022 02 20  0600   59630   21600    9    -9999.9    -9999.9    -1.00e+05
2022 02 20  0700   59630   25200    9    -9999.9    -9999.9    -1.00e+05
2022 02 20  0800   59630   28800    9    -9999.9    -9999.9    -1.00e+05
2022 02 20  0900   59630   32400    9    -9999.9    -9999.9    -1.00e+05
2022 02 20  1000   59630   36000    9    -9999.9    -9999.9    -1.00e+05
2022 02 20  1100   59630   39600    9    -9999.9    -9999.9    -1.00e+05
2022 02 20  1200   59630   43200    9    -9999.9    -9999.9    -1.00e+05
2022 02 20  1300   59630   46800    0        2.4      494.9     1.49e+05
2022 02 20  1400   59630   50400    1        2.4      498.1     1.66e+05
2022 02 20  1500   59630   54000    1        2.6      489.0     1.49e+05
2022 02 20  1600   59630   57600    1        2.5      494.8     1.51e+05
2022 02 20  1700   59630   61200    3    -9999.9    -9999.9    -1.00e+05
2022 02 20  1800   59630   64800    0        2.6      487.0     1.39e+05
2022 02 20  1900   59630   68400    0        5.0      524.9     1.46e+05
2022 02 20  2000   59630   72000    0        3.3      526.5     1.50e+05
2022 02 20  2100   59630   75600    1        2.6      524.8     1.33e+05
2022 02 20  2200   59630   79200    1        2.3      488.0     1.25e+05
2022 02 20  2300   59630   82800    9    -9999.9    -9999.9    -1.00e+05
2022 02 21  0000   59631       0    9    -9999.9    -9999.9    -1.00e+05
2022 02 21  0100   59631    3600    9    -9999.9    -9999.9    -1.00e+05
2022 02 21  0200   59631    7200    9    -9999.9    -9999.9    -1.00e+05
2022 02 21  0300   59631   10800    9    -9999.9    -9999.9    -1.00e+05
2022 02 21  0400   59631   14400    9    -9999.9    -9999.9    -1.00e+05
2022 02 21  0500   59631   18000    6        2.8      497.0     1.56e+05
2022 02 21  0600   59631   21600    9    -9999.9    -9999.9    -1.00e+05
2022 02 21  0700   59631   25200    1        3.3      537.2     1.57e+05
2022 02 21  0800   59631   28800    9    -9999.9    -9999.9    -1.00e+05
2022 02 21  0900   59631   32400    1        2.5      541.6     2.99e+05
2022 02 21  1000   59631   36000    9    -9999.9    -9999.9    -1.00e+05
2022 02 21  1100   59631   39600    9    -9999.9    -9999.9    -1.00e+05
2022 02 21  1200   59631   43200    9    -9999.9    -9999.9    -1.00e+05
2022 02 21  1300   59631   46800    0        2.5      525.6     1.60e+05
2022 02 21  1400   59631   50400    0        2.0      523.6     1.66e+05
2022 02 21  1500   59631   54000    1        2.3      512.4     1.71e+05
2022 02 21  1600   59631   57600    0        2.7      500.7     1.61e+05
2022 02 21  1700   59631   61200    0        1.8      525.7     1.69e+05
2022 02 21  1800   59631   64800    0        1.9      536.8     1.74e+05
2022 02 21  1900   59631   68400    0        2.3      517.6     1.84e+05
2022 02 21  2000   59631   72000    0        1.7      534.5     1.95e+05
2022 02 21  2100   59631   75600    1        1.7      540.5     2.05e+05
2022 02 21  2200   59631   79200    1        1.9      540.2     2.31e+05
2022 02 21  2300   59631   82800    0        1.6      545.3     1.79e+05
2022 02 22  0000   59632       0    0        1.8      546.3     2.03e+05
2022 02 22  0100   59632    3600    9    -9999.9    -9999.9    -1.00e+05
2022 02 22  0200   59632    7200    9    -9999.9    -9999.9    -1.00e+05
2022 02 22  0300   59632   10800    9    -9999.9    -9999.9    -1.00e+05
2022 02 22  0400   59632   14400    9    -9999.9    -9999.9    -1.00e+05
2022 02 22  0500   59632   18000    9    -9999.9    -9999.9    -1.00e+05
2022 02 22  0600   59632   21600    9    -9999.9    -9999.9    -1.00e+05
2022 02 22  0700   59632   25200    9    -9999.9    -9999.9    -1.00e+05
2022 02 22  0800   59632   28800    9    -9999.9    -9999.9    -1.00e+05
2022 02 22  0900   59632   32400    9    -9999.9    -9999.9    -1.00e+05
2022 02 22  1000   59632   36000    9    -9999.9    -9999.9    -1.00e+05
2022 02 22  1100   59632   39600    9    -9999.9    -9999.9    -1.00e+05
2022 02 22  1200   59632   43200    9    -9999.9    -9999.9    -1.00e+05
2022 02 22  1300   59632   46800    0        2.0      527.0     1.54e+05
2022 02 22  1400   59632   50400    0        1.6      518.5     1.34e+05
2022 02 22  1500   59632   54000    0        1.5      508.5     1.37e+05
2022 02 22  1600   59632   57600    0        1.3      503.7     1.31e+05
2022 02 22  1700   59632   61200    0        1.7      505.2     1.16e+05
2022 02 22  1800   59632   64800    0        1.9      512.0     1.25e+05
2022 02 22  1900   59632   68400    0        2.2      500.9     1.06e+05
2022 02 22  2000   59632   72000    0        2.4      494.2     9.88e+04
2022 02 22  2100   59632   75600    0        2.9      486.9     8.25e+04
2022 02 22  2200   59632   79200    9    -9999.9    -9999.9    -1.00e+05
2022 02 22  2300   59632   82800    9    -9999.9    -9999.9    -1.00e+05
2022 02 23  0000   59633       0    9    -9999.9    -9999.9    -1.00e+05
2022 02 23  0100   59633    3600    9    -9999.9    -9999.9    -1.00e+05
2022 02 23  0200   59633    7200    9    -9999.9    -9999.9    -1.00e+05
2022 02 23  0300   59633   10800    9    -9999.9    -9999.9    -1.00e+05
2022 02 23  0400   59633   14400    9    -9999.9    -9999.9    -1.00e+05
2022 02 23  0500   59633   18000    9    -9999.9    -9999.9    -1.00e+05
2022 02 23  0600   59633   21600    9    -9999.9    -9999.9    -1.00e+05
2022 02 23  0700   59633   25200    9    -9999.9    -9999.9    -1.00e+05
2022 02 23  0800   59633   28800    9    -9999.9    -9999.9    -1.00e+05
2022 02 23  0900   59633   32400    0        1.3      457.2     1.11e+05
2022 02 23  1000   59633   36000    0        2.1      448.2     7.13e+04
2022 02 23  1100   59633   39600    0        2.5      451.7     8.87e+04
2022 02 23  1200   59633   43200    0        1.5      487.7     1.37e+05
2022 02 23  1300   59633   46800    0        1.6      486.0     1.29e+05
2022 02 23  1400   59633   50400    0        1.6      473.2     1.23e+05
2022 02 23  1500   59633   54000    0        1.7      466.0     1.06e+05
2022 02 23  1600   59633   57600    0        1.6      458.6     8.85e+04
2022 02 23  1700   59633   61200    1        1.7      460.6     6.94e+04
2022 02 23  1800   59633   64800    1        1.8      444.5     6.14e+04
2022 02 23  1900   59633   68400    1        1.9      442.0     8.28e+04
2022 02 23  2000   59633   72000    0        2.0      439.6     6.06e+04
2022 02 23  2100   59633   75600    0        2.1      441.3     8.22e+04
2022 02 23  2200   59633   79200    9    -9999.9    -9999.9    -1.00e+05
2022 02 23  2300   59633   82800    9    -9999.9    -9999.9    -1.00e+05
2022 02 24  0000   59634       0    9    -9999.9    -9999.9    -1.00e+05
2022 02 24  0100   59634    3600    9    -9999.9    -9999.9    -1.00e+05
2022 02 24  0200   59634    7200    9    -9999.9    -9999.9    -1.00e+05
2022 02 24  0300   59634   10800    1        2.4      515.9     2.62e+05
2022 02 24  0400   59634   14400    0        2.0      537.8     1.96e+05
2022 02 24  0500   59634   18000    0        1.7      494.7     1.81e+05
2022 02 24  0600   59634   21600    9    -9999.9    -9999.9    -1.00e+05
2022 02 24  0700   59634   25200    0        1.8      470.4     1.87e+05
2022 02 24  0800   59634   28800    0        1.8      480.9     1.77e+05
2022 02 24  0900   59634   32400    0        1.7      471.5     1.72e+05
2022 02 24  1000   59634   36000    1        1.7      473.3     1.77e+05
2022 02 24  1100   59634   39600    0        1.7      459.3     1.55e+05
2022 02 24  1200   59634   43200    0        1.9      456.1     1.42e+05
2022 02 24  1300   59634   46800    0        2.2      443.9     8.37e+04
2022 02 24  1400   59634   50400    0        3.0      424.3     7.98e+04
2022 02 24  1500   59634   54000    0        2.7      423.3     8.99e+04
2022 02 24  1600   59634   57600    0        3.4      422.0     5.97e+04
2022 02 24  1700   59634   61200    0        3.4      430.4     5.00e+04
2022 02 24  1800   59634   64800    0        4.1      419.2     4.96e+04
2022 02 24  1900   59634   68400    0        5.0      417.6     4.87e+04
2022 02 24  2000   59634   72000    0        4.8      399.7     6.64e+04
2022 02 24  2100   59634   75600    0        4.8      396.4     8.04e+04
2022 02 24  2200   59634   79200    9    -9999.9    -9999.9    -1.00e+05
2022 02 24  2300   59634   82800    9    -9999.9    -9999.9    -1.00e+05
2022 02 25  0000   59635       0    9    -9999.9    -9999.9    -1.00e+05
2022 02 25  0100   59635    3600    9    -9999.9    -9999.9    -1.00e+05
2022 02 25  0200   59635    7200    9    -9999.9    -9999.9    -1.00e+05
2022 02 25  0300   59635   10800    9    -9999.9    -9999.9    -1.00e+05
2022 02 25  0400   59635   14400    3    -9999.9    -9999.9    -1.00e+05
2022 02 25  0500   59635   18000    0        7.4      449.7     1.96e+05
2022 02 25  0600   59635   21600    6       70.8      619.7     9.48e+05
2022 02 25  0700   59635   25200    3    -9999.9    -9999.9    -1.00e+05
2022 02 25  0800   59635   28800    0        9.3      444.0     1.41e+05
2022 02 25  0900   59635   32400    0        2.7      426.7     1.28e+05
2022 02 25  1000   59635   36000    0        3.2      436.7     1.29e+05
2022 02 25  1100   59635   39600    0        3.1      430.3     1.36e+05
2022 02 25  1200   59635   43200    0        2.8      425.4     1.47e+05
2022 02 25  1300   59635   46800    0        2.3      415.9     1.53e+05
2022 02 25  1400   59635   50400    0        2.5      423.1     9.02e+04
2022 02 25  1500   59635   54000    0        2.6      419.4     6.76e+04
2022 02 25  1600   59635   57600    0        2.9      420.1     5.76e+04
2022 02 25  1700   59635   61200    0        2.7      416.9     5.85e+04
2022 02 25  1800   59635   64800    1        2.5      413.9     5.59e+04
2022 02 25  1900   59635   68400    0        2.2      411.6     6.04e+04
2022 02 25  2000   59635   72000    0        2.8      399.6     9.38e+04
2022 02 25  2100   59635   75600    0        2.3      402.9     9.49e+04
2022 02 25  2200   59635   79200    0        2.3      404.6     8.51e+04
2022 02 25  2300   59635   82800    0        2.5      409.9     7.06e+04
2022 02 26  0000   59636       0    9    -9999.9    -9999.9    -1.00e+05
2022 02 26  0100   59636    3600    9    -9999.9    -9999.9    -1.00e+05
2022 02 26  0200   59636    7200    6        3.0      397.7     5.02e+04
2022 02 26  0300   59636   10800    0        3.2      386.9     4.00e+04
2022 02 26  0400   59636   14400    0        3.9      380.2     3.55e+04
2022 02 26  0500   59636   18000    0        4.0      385.3     3.89e+04
2022 02 26  0600   59636   21600    0        4.2      383.8     3.55e+04
2022 02 26  0700   59636   25200    3    -9999.9    -9999.9    -1.00e+05
2022 02 26  0800   59636   28800    0        4.5      376.1     2.87e+04
2022 02 26  0900   59636   32400    0        4.9      374.8     3.04e+04
2022 02 26  1000   59636   36000    0        5.0      376.1     3.12e+04
2022 02 26  1100   59636   39600    0        5.3      369.9     2.95e+04
2022 02 26  1200   59636   43200    0        4.9      373.2     2.96e+04
2022 02 26  1300   59636   46800    0        5.1      368.7     3.57e+04
2022 02 26  1400   59636   50400    0        5.6      364.6     2.69e+04
2022 02 26  1500   59636   54000    0        5.5      368.3     3.58e+04
2022 02 26  1600   59636   57600    0        5.7      369.0     4.22e+04
2022 02 26  1700   59636   61200    0        5.6      368.0     3.95e+04
2022 02 26  1800   59636   64800    0        5.8      367.3     3.82e+04
2022 02 26  1900   59636   68400    0        6.3      369.5     3.81e+04
2022 02 26  2000   59636   72000    0        6.7      368.5     3.99e+04
2022 02 26  2100   59636   75600    0        6.1      371.9     5.35e+04
2022 02 26  2200   59636   79200    9    -9999.9    -9999.9    -1.00e+05
2022 02 26  2300   59636   82800    9    -9999.9    -9999.9    -1.00e+05
2022 02 27  0000   59637       0    9    -9999.9    -9999.9    -1.00e+05
2022 02 27  0100   59637    3600    9    -9999.9    -9999.9    -1.00e+05
2022 02 27  0200   59637    7200    9    -9999.9    -9999.9    -1.00e+05
2022 02 27  0300   59637   10800    9    -9999.9    -9999.9    -1.00e+05
2022 02 27  0400   59637   14400    9    -9999.9    -9999.9    -1.00e+05
2022 02 27  0500   59637   18000    6        7.5      397.0     7.43e+04
2022 02 27  0600   59637   21600    3    -9999.9    -9999.9    -1.00e+05
2022 02 27  0700   59637   25200    0        8.5      423.5     1.68e+05
2022 02 27  0800   59637   28800    0        9.2      426.5     1.48e+05
2022 02 27  0900   59637   32400    0        9.8      447.4     1.52e+05
2022 02 27  1000   59637   36000    0        7.7      442.7     1.65e+05
2022 02 27  1100   59637   39600    0        5.6      453.8     1.68e+05
2022 02 27  1200   59637   43200    0        4.6      466.0     1.86e+05
2022 02 27  1300   59637   46800    0        4.9      470.6     1.85e+05
2022 02 27  1400   59637   50400    0        4.1      455.8     1.83e+05
2022 02 27  1500   59637   54000    1        4.3      452.2     2.07e+05
2022 02 27  1600   59637   57600    1        3.9      469.7     2.10e+05
2022 02 27  1700   59637   61200    1        4.1      458.9     2.05e+05
2022 02 27  1800   59637   64800    0        4.1      460.1     1.78e+05
2022 02 27  1900   59637   68400    1        3.1      485.6     1.91e+05
2022 02 27  2000   59637   72000    1        3.2      487.5     1.97e+05
2022 02 27  2100   59637   75600    1        3.1      484.9     1.62e+05
2022 02 27  2200   59637   79200    9    -9999.9    -9999.9    -1.00e+05
2022 02 27  2300   59637   82800    9    -9999.9    -9999.9    -1.00e+05
2022 02 28  0000   59638       0    9    -9999.9    -9999.9    -1.00e+05
2022 02 28  0100   59638    3600    9    -9999.9    -9999.9    -1.00e+05
2022 02 28  0200   59638    7200    9    -9999.9    -9999.9    -1.00e+05
2022 02 28  0300   59638   10800    3    -9999.9    -9999.9    -1.00e+05
2022 02 28  0400   59638   14400    9    -9999.9    -9999.9    -1.00e+05
2022 02 28  0500   59638   18000    9    -9999.9    -9999.9    -1.00e+05
2022 02 28  0600   59638   21600    9    -9999.9    -9999.9    -1.00e+05
2022 02 28  0700   59638   25200    0        4.0      496.9     2.02e+05
2022 02 28  0800   59638   28800    1        3.8      482.3     1.77e+05
2022 02 28  0900   59638   32400    0        3.6      491.0     1.76e+05
2022 02 28  1000   59638   36000    1        3.2      505.6     1.81e+05
2022 02 28  1100   59638   39600    1        3.4      484.4     1.76e+05
2022 02 28  1200   59638   43200    1        3.3      487.9     1.60e+05
2022 02 28  1300   59638   46800    3    -9999.9    -9999.9    -1.00e+05
2022 02 28  1400   59638   50400    1        3.0      484.1     1.34e+05
2022 02 28  1500   59638   54000    0        3.0      479.6     1.30e+05
2022 02 28  1600   59638   57600    1        3.0      475.3     1.13e+05
2022 02 28  1700   59638   61200    1        2.5      490.8     1.37e+05
2022 02 28  1800   59638   64800    1        2.4      494.6     1.47e+05
2022 02 28  1900   59638   68400    0        2.3      493.4     1.67e+05
2022 02 28  2000   59638   72000    0        1.8      496.8     1.47e+05
2022 02 28  2100   59638   75600    0        3.1      469.4     1.13e+05
2022 02 28  2200   59638   79200    0        2.3      473.8     1.37e+05
2022 02 28  2300   59638   82800    0        1.9      487.5     1.64e+05
